10 8.13e-05 
20 7.75e-04
30 6.58e-05
40 9.80e-05
50 6.15e-05
60 8.51e-05
70 1.18e-04
80 7.62e-05
90 1.91e-04
100 9.24e-05
200 4.60e-04
300 1.23e-03
400 2.20e-03
500 3.30e-03
600 4.62e-03
700 6.33e-03
800 8.20e-03
900 1.03e-02
1000 1.27e-02
2000 4.62e-02
3000 1.02e-01
4000 1.75e-01
5000 2.80e-01
6000 4.00e-01
7000 2.26e+00
8000 7.34e+00

