10 1.03  
20 1.09  
30 1.03  
40 1.03  
50 1.00  
60 1.02  
70 1.02  
80 1.03  
90 1.02  
100 0.92  
200 0.99  
300 1.04  
400 0.98
500 1.00 
600 1.01  
700 1.01  
800 1.02  
900 1.01 
1000 1.00 
2000 0.99 
3000 0.99 
4000 1.00 
5000 1.01 
6000 1.00 
7000 0.94 
8000 0.88
