10 0.96 
20 1.04 
30 0.98 
40 1.06 
50 0.99 
60 1.00 
70 0.99 
80 1.02 
90 0.98 
100 0.80 
200 0.96 
300 1.01 
400 0.98
500 0.93 
600 1.01 
700 0.99 
800 0.99 
900 1.02 
1000 0.99 
2000 0.99 
3000 0.99 
4000 1.00 
5000 0.98 
6000 0.99 
7000 0.70 
8000 0.69
