10 1.00 
20 0.98 
30 1.00 
40 0.98 
50 1.00 
60 1.02 
70 1.04 
80 1.00 
90 0.98 
100 1.35 
200 0.98 
300 1.01 
400 0.99
500 1.00 
600 1.00 
700 1.01 
800 1.02 
900 1.01 
1000 1.00 
2000 1.01 
3000 1.02 
4000 1.02 
5000 1.02 
6000 1.13 
7000 0.70 
8000 0.53
