10 8.13e-05 
20 7.92e-04
30 6.58e-05
40 1.02e-04
50 6.15e-05
60 8.51e-05
70 1.18e-04
80 7.92e-05
90 1.91e-04
100 1.15e-04
200 4.40e-04
300 1.07e-03
400 2.00e-03
500 3.00e-03
600 4.38e-03
700 5.83e-03 
800 7.60e-03
900 9.50e-03
1000 1.20e-02
2000 4.62e-02
3000 1.00e-01
4000 1.80e-01
5000 2.80e-01
6000 4.10e-01
7000 2.46e+00
8000 8.91e+00

