10 8.30e-07
20 3.15e-06
30 7.33e-06
40 1.34e-05
50 2.10e-05
60 3.05e-05
70 6.40e-05
80 9.00e-05
90 1.21e-04
100 1.29e-04
200 1.16e-03
300 3.20e-03
400 7.10e-03
500 1.16e-02
600 1.77e-02
700 2.63e-02
800 7.52e-02
900 5.42e-02
1000 7.20e-02
2000 6.54e-01
3000 1.88e+00
4000 3.69e+00
5000 7.09e+00
6000 1.35e+01
7000 2.93e+01
8000 5.21e+01

