10 1.04 
20 1.00 
30 1.02 
40 1.02 
50 1.02 
60 1.02 
70 1.39 
80 1.01 
90 0.95 
100 1.38 
200 1.00 
300 0.99 
400 0.97
500 0.99 
600 1.04 
700 1.01 
800 0.98 
900 1.00 
1000 0.97 
2000 0.98 
3000 0.99 
4000 0.98 
5000 0.99 
6000 0.99 
7000 0.77 
8000 0.56
